"Data Source","World Development Indicators",

"Last Updated Date","2015-11-12",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Curacao","CUW","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2823463451.74062","","","","",
"Cyprus","CYP","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13802989449.343","13905062696.5772","15212138503.5268","15318623456.2498","16222422210.7655","17211990056.1414","17491688060.8506","17911918988.0491","18823930371.6372","19706035700.8621","20824034034.6044","21568713296.3122","22263356623.2285","22884102801.7653","23886288970.6766","24809042459.8468","25929624491.8757","27198422993.5859","28183200439.8591","27607643650.9619","27991567706.8132","28064704943.9318","27395493313.8755","25927986460.9358","25343243189.2419","",
"Czech Republic","CZE","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","205000931623.643","181190187131.858","180272382850.521","180383977695.071","185631908793.644","197180821106.785","205625683226.801","204239211053.712","203593741792.327","206521527591.874","215389839411.1","221962506465.614","225618119227.106","233744530503.014","245308934976.06","261112380701.252","279067890205.799","294498297864.374","302482017771.971","287836484770.221","294442588602.347","300224794846.154","297797775283.118","295708265206.845","301597642253.677","",
"Germany","DEU","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2500243467616.71","2627962401135.43","2678468204106.79","2652882982855.05","2718008951121.51","2764195141251.68","2785792933398.9","2836631056136.31","2892453159188.28","2949936725041.14","3037989628489.65","3089492254729.8","3089824574495.85","3067562142816.53","3103780100258.84","3125710212172.12","3241674167146.61","3347669889433.26","3382891023606.79","3192165187444.04","3322749307713.64","3442035916231.17","3454994618725.37","3458649728063.84","3514139647379.12","",
"Djibouti","DJI","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1799101127.99998","1722142478.15016","1721833060.50957","1607832537.63754","1592761640.59893","1537201953.47688","1473938425.83462","1462944728.88331","1464398582.18711","1496307918.08168","1502535760.58071","1533304152.60618","1573454678.59221","1623804588.34394","1685939082.63096","1739376627.28359","1822864351.71522","1915831552.66089","2026949066.54997","2128286448.80371","2222999302.53555","2342710799.37195","2413074034.75307","2533725498.47434","2673064399.07322","",
"Dominica","DMA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","472419312.85846","475291295.824483","485022205.127347","493175156.876599","500234097.498749","510112315.843616","523588376.421718","531394125.588774","557847388.296589","561659130.503517","563767098.745548","566434297.994165","556503797.013898","599283429.517445","618761005.360864","618214995.944524","648401275.043377","687643437.871887","738960112.339939","730507954.192259","738356386.757962","737752661.175984","727489326.282374","720848344.880626","738356386.757962","",
"Denmark","DNK","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170966377122.924","173189672427.567","176610969184.726","176452723895.559","186202436996.422","191909859099.088","197475508545.076","203914972635.313","208438090474.409","214582877472.323","222623067374.422","224455595230.551","225502237494.367","226381903073.652","232356007794.845","238018587731.288","247055536925.409","249092307421.537","247303931621.345","234721270787.333","238535810388.599","241284069587.679","239703116935.764","238537655683.495","241243368083.175","",
"Dominican Republic","DOM","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38240403936.4","38601446461.3301","42659686778.0996","45740834428.0446","46794363122.7191","49365071965.6708","52885476593.8274","57118575275.0029","61122928815.7675","65227549916.634","68917214686.3162","70164085256.9775","74225327973.2146","74037271565.6563","75008609635.755","81956469680.6683","90702171462.2436","98388840161.3889","101481901403.817","102431550051.729","110935573854.482","114064938249.578","117064282886.558","122657312193.257","131661436287.077","",
"Algeria","DZA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","265356824051.082","262172540533.377","266891652331.344","261286925616.385","258935352266.205","268774882212.315","279794648289.927","282872389217.48","297298891269.758","306812460351.846","313562336638.133","328025473860.574","346394900396.765","371335333225.332","387302752554.021","410153614985.159","417126226433.07","431308518125.083","439934688487.585","446973553993.831","463065357619.745","476031272150.178","491740263115.492","505508990482.726","526234853226.038","",
"East Asia & Pacific (developing only)","EAP","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3496221903728.12","3784324387841.54","4181410970010.16","4627684410455.39","5117133446402.39","5616943129768.09","6110677321166.06","6531125557213.6","6570118287163.05","6949625058175.18","7456787079091.96","7929955685942.82","8528628174549.75","9250746884283.59","10053290570320.1","10999117454064.5","12142821541482.9","13568674252735.4","14688062841266.2","15745560822745.4","17259693622655.2","18679031026613.7","20050125967548.5","21466183493062.2","22900925317476.7","",
"East Asia & Pacific (all income levels)","EAS","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8849028395647.49","9348674149070.13","9859918795434.06","10424196166173.3","11082772596168.6","11786831897884.9","12510070194592.1","13118566359426.5","13056672755694.4","13602839713827.9","14377582356439.4","14917108671458.8","15681899783664.5","16576181263425.4","17656531139507.5","18808166064422.4","20202211043037.3","21926165015584.8","23080428486953.2","23887770285338.8","25873697738216.6","27432747300627.6","28993905744594.3","30607881281878.6","32178184476564.8","",
"Europe & Central Asia (developing only)","ECA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2149653179082.95","2013414025106.54","1886845707092.01","1825475151578.65","1657406560698.07","1667282285485.09","1715949882320.64","1768521778683.5","1790136845892.17","1766466166290.88","1874589009602.42","1905211031062.26","2018689739506.83","2147391146236.12","2349511101489.5","2522336007289.24","2733255112512.81","2927732171875.74","3042113830048.69","2914751446818.99","3087382350361.5","3280931926242.52","3355028220332.77","3485570037872.37","3555479351027.06","",
"Europe & Central Asia (all income levels)","ECS","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17078865000749.9","16965489217560.3","16581837653301.1","16307773333734.1","16225376642735.6","16498460373306.2","16752186434352.2","17210287369115.6","17559792269273","18062630837586.3","18912745079829.3","19369246361133.8","19777829983328.2","20288450036660.1","21066467009837.7","21743884301551.2","22749319495443.3","23738000132654.7","24115658286422.4","22984655108028.8","23650680830507.8","24280310286250.2","24387294473171.3","24582819986938.6","24911473772602.2","",
"Ecuador","ECU","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76349832716.2921","79626265458.4644","81309812089.2585","82914232001.2029","86444927673.6088","88392141832.3109","89922870551.4872","93814610781.1521","96879092627.3289","92287618677.0392","93295216341.4635","97041606943.7538","101017184846.402","103767758879.014","112288151266.025","118229663496.819","123435937981.532","126139263988.069","134158101737.554","134918096104.018","139674361950.133","150664137576.237","158529326505.658","165887579676.191","172194758392.472","",
"Egypt, Arab Rep.","EGY","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","339170192659.796","342829289540.709","358023470275.287","368408982229.912","383046505342.351","400829281519.717","420825574316.18","443933660029.362","461852452068.85","490050670664.081","516356619904.357","534610991719.346","547283887007.191","564761150223.837","587871580923.533","614159695844.438","656191791679.511","702701533462.651","752960173193.914","788236663025.819","828744033462.58","843842460027.439","862338194869.614","880526078697.682","899897652498.073","",
"Euro area","EMU","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8783119095843.5","9020596766775.69","9147628771189.22","9085769612228.02","9309737092012.98","9540441289122.4","9704316348315.62","9967830655659.9","10262933824818.9","10565428788573.7","10974994272189.5","11210187903931.1","11323483803766.7","11409799415136.9","11670404582024","11871412126804.3","12265000141688.7","12647749968759.4","12711384456909.5","12126271035227.7","12367027603091.5","12560238504171.9","12449421007333.8","12400336611764.4","12507378447591.9","",
"Eritrea","ERI","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3464715072.86545","3930884232.8227","4765073331.64407","4901277178.03972","5355078584.77353","5778594852.20407","5881025218.64361","5881818023.33741","5697012080.60873","6195810345.08904","6382021004.33936","6212545456.02162","6302735113.19499","6464995852.18305","6402336053.88112","6493685977.22768","5858406746.44647","6085507996.47269","6219035590.33596","6758835465.49469","7233110307.23409","7329473570.13167","7454326841.19028","",
"Spain","ESP","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","937291022926.471","961154359248.555","970085681984.388","960079204139.261","982959814539.648","1010064908792.18","1037081333688.47","1075345607417.22","1121649497210.94","1171954004231.25","1233939837307.89","1283310809533.46","1320267601906.8","1362351864297.22","1405494205896.18","1457821345528.48","1518672649492.26","1575910598859.53","1593496583406.96","1536548297714.05","1536760414866.6","1527269033917.78","1495368274765.69","1476975963051.19","1497496652634.68","",
"Estonia","EST","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15032605565.306","15918041063.8846","17786078121.9331","18997397647.7909","18945818880.8834","20782856579.0229","22062687295.2679","23413373691.3049","25164707276.7547","26794908909.6188","29332688440.9964","32387037137.9173","34945656575.1162","33083871488.814","28208115023.1195","28906512366.9527","31295286571.7087","32750693494.4974","33284455582.3431","33977642949.721","",
"Ethiopia","ETH","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31350152721.5655","29112541932.6687","26587762521.2159","30082147998.6364","31041757864.7676","32943845110.1207","37037504560.2354","38198225462.5641","36877277662.7185","38780936514.5736","41136187144.8614","44551028054.0302","45225853916.5495","44248360528.8144","50254014895.5112","56193419300.801","62281822915.0618","69416932552.4216","76905993374.5217","83675684350.0838","94177433186.4103","104704865663.231","113759544609.039","125693416912.672","138182389809.592","",
"European Union","EUU","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11876359631708.8","12001832729967.2","12113049820536.9","12101122144964","12448692028869.3","12797775565605.8","13064696521895.2","13410007787766.9","13805383316800.2","14207939124730.3","14760212333340.1","15091389039664.2","15300388007803","15540014539453.5","15957759749030.7","16303362893516.5","16893766536205.6","17447675005829.6","17573121082282.8","16806015165212.7","17149282785982","17451676674288.9","17362929594499.5","17385504026891.4","17617156925203.8","",
"Fragile and conflict affected situations","FCS","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","732622981217.273","555604443622.46","592760116434.991","636016754886.574","658278258133.202","683615206725.684","737785204304.806","812275404445.546","929756981418.61","1005277534250.05","1024703066079.79","1050224025149.2","1033556505587.14","964334366818.643","1112557342876.61","1178819573339.51","1254084756640.75","1314354402812.31","1376062480624.87","1435226033401.32","1505118791729.45","1410069073672.22","1569526500368.62","1627268155686.51","1591426067220.09","",
"Finland","FIN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142604568738.163","134170324448.159","129709713225.273","128756999683.912","133829081576.136","139459403707.789","144561991206.018","153599678374.308","161937959685.1","169134689108.053","178665159142.564","183276075314.871","186355782972.037","190071662194.092","197533926244.207","203025305838.391","211258361334.142","222211726456.806","223813085515.309","205305939524.517","211449422761.22","216885348844.895","213792179199.654","210966767262.175","210726057035.04","",
"Fiji","FJI","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4146869696.33042","4034904163.15517","4281033345.63604","4372220688.77775","4595203939.38262","4710084008.8749","4936168042.22865","4827572340.19698","4890330893.45751","5320679947.13905","5230228428.16301","5334832936.42232","5505547621.93144","5560603041.32588","5855315057.83343","5896302261.38276","6005530227.14196","5954443967.38412","6015941124.35623","5932557924.19776","6107845620.63278","6273071486.95181","6387893571.87627","6609582606.92734","6860734064.7656","",
"France","FRA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1721676948185.55","1739566898580.99","1767394225281.17","1756566309123.21","1797764579818.08","1835249521213.85","1860722749995.16","1904215299452.21","1971931752656.79","2039117489265.17","2118136519094.43","2159534489750.55","2183687934057.56","2201583983152.27","2262929371770.9","2299310837877.17","2353918201877.06","2409506029104.55","2414211629751.1","2343201489661.14","2389260812954.21","2438939000587.44","2443394684323.42","2459435301484.39","2463851538314.44","",
"Faeroe Islands","FRO","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","266167849.596375","285937044.022801","297397446.588845","321607547.009613","319888486.624706","342549427.128609","331890822.977092","311759193.319515","320973930.002743","325415409.017213","340264795.877069","346209879.708204","348286791.163235","354646025.292101","343186482.256249","350601219.461448","350028342.588178","342818889.843944","334043946.109188","337257299.733674","345791861.524608","352882555.847251","354412949.354914","340236431.380718","","",
"Gabon","GAB","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18326036388.8256","19446214982.97","18845300367.7014","19589039118.2661","20316331380.5483","21326836729.5268","22099941638.6003","23368120633.3171","24180824271.6541","22020840147.9113","21606199106.7128","22066772754.5003","22011819171.1145","22506497389.4251","22661689379.8774","23545655136.1152","22689855940.4079","24161660693.9508","23429516057.8463","23149331956.0453","24871978644.8401","26445503308.9528","28165145004.812","29389160799.9578","30652895284.165","",
"United Kingdom","GBR","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1512703295974.58","1494001390008.58","1500679008589.28","1540380808056.45","1602380565173.68","1642927208089.6","1686741046417.29","1729797513726.02","1790526583561.7","1846949472483.73","1916558496331.72","1967625869046.91","2015877597729.28","2102569285999.53","2154163997275.21","2214621635487.16","2281992600430.31","2340312005143.94","2332541148123.03","2231994260998.23","2274656100780.21","2312076939788.24","2327314336579.1","2366057111028.87","2426463334148.51","",
"Georgia","GEO","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38503868498.8831","30379552027.9571","16739133195.2376","11834566922.9126","10603772758.5207","10879470343.6159","12097971314.8183","13370561835.6833","13785704867.981","14181252095.6219","14441951978.7711","15135953068.5846","15964470632.1374","17729838097.3854","18768333182.8824","20570025753.367","22500168104.0937","25277588827.8429","25862524222.3177","24886013612.8888","26442143168.0346","28345977228.4492","30098358798.5077","31097603481.0221","32579852849.638","",
"Ghana","GHA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28080358687.2128","29563514454.7265","30710407126.4204","32199862045.2131","33262457361.0839","34630348990.7511","36224197312.8971","37744294161.2169","39518423483.5185","41257232875.8817","42783750539.5858","44495100561.1693","46497379952.6225","48915243702.691","51654497345.0631","54702114730.2629","58203002164.102","61962678173.8446","67186527239.0418","69502175404.3601","74992666759.0686","85526138706.1051","93473665296.567","100324145092.673","104515998142.415","",
"Guinea","GIN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6789712120.48703","6967156019.00879","7195048020.72603","7557976642.75212","7858035805.86446","8220108415.90886","8586854724.94403","9031791486.38744","9360920918.50187","9717759601.58452","9961001009.63035","10325408938.5449","10858675985.9656","10994257551.1354","11251536075.4872","11588775279.0238","11878115542.2056","12086895082.6893","12683616959.4914","12648078443.1445","12892972741.6548","13396928289.8999","13925318144.7225","14245600355.981","14202862097.2512","",
"Gambia, The","GMB","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1390765214.1698","1433976835.32832","1482426452.05854","1527078634.99848","1529435623.56812","1542922923.71916","1577230518.37317","1654514799.44943","1712422792.82288","1822017839.85566","1922228824.22077","2033718100.55849","1967622256.04139","2102797901.15255","2251045151.8045","2229847601.84769","2254913312.08842","2336789790.1868","2470796317.68067","2630155165.43256","2801763126.97793","2680483729.05378","2837619801.5035","2973886986.55443","2967909542.31861","",
"Guinea-Bissau","GNB","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1591429085.3718","1672591969.08836","1690990480.26645","1726501280.34668","1781749321.67084","1860146291.96748","2075923261.76653","2210858273.78136","1589607547.00397","1605909567.04831","1693062076.37535","1730121627.54235","1713076858.11279","1722815874.37538","1770389746.22269","1845904396.50859","1888540175.60305","1949061631.22628","2011527311.77395","2078197527.81771","2170303692.64282","2366252938.40129","2313406996.51348","2321010943.68727","2379971266.61218","",
"Equatorial Guinea","GNQ","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","392399116.032787","388387859.552892","523334464.338294","581075070.68384","677933518.630412","796478761.73187","1326774299.44136","3316577034.98013","4105076056.17195","5158603409.13756","6098180082.8238","9963199022.55402","11902319912.7397","13563318450.3145","18717206780.8586","21852095706.2673","20800672248","23530126160.9391","26415219877.2856","24285637561.6534","23969892843.3082","25167425785.8432","25977870572.7295","24719269084.0797","23951153090.958","",
"Greece","GRC","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","214162097182.322","220801179564.233","222346667611.03","218789110317.599","223164925685.372","227850800343.727","234583729548.349","245052292879.603","254995579295.047","262834110290.898","273261719266.657","283473281581.653","292437974450.033","311849841532.829","327294110345.933","330209330905.828","349411783612.151","361772703458.596","360165369360.79","344336759673.051","325574690643.618","296716792660.058","277216882003.305","266418859949.92","268481500364.27","",
"Grenada","GRD","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","720967034.415805","737526937.41331","735340740.868096","715930209.042029","735642676.243669","754062727.948918","784658139.871143","820821848.226498","874519241.664548","962605180.274824","980633825.040463","960786776.656149","993812126.598874","1087866242.21191","1080822848.78813","1224281155.80582","1175093104.27279","1247368183.8569","1259206343.44395","1175716165.30368","1170108616.02561","1178831470.45817","1165124127.77842","1193784935.19971","1211853705.09574","",
"Greenland","GRL","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47252664594.3818","48981284604.6063","51351165106.2767","53367793139.2201","55520511946.5998","58267970856.3876","59991409185.6979","62609488234.0694","65735910449.0737","68264811785.9957","70728399242.464","72378170481.3103","75176772587.6307","77079374881.7975","79508940297.1435","82101061105.725","86517781256.9782","91972078547.1199","94989768488.7946","95489598007.5283","98229550167.3647","102317810920.593","105356495228.627","109252141826.249","113886163230.104","",
"Guam","GUM","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2342372278.16154","2482554122.74403","2676974025.31012","2896856334.88415","3143764361.8041","3300522312.17158","3560717890.42633","3782441954.63861","3717816394.74961","3828231116.64857","3775526805.51668","3860476132.09168","3901049765.90168","3861834258.34387","3989040174.36735","3910978202.19564","3702019373.36506","3961912737.39219","4040225768.94759","4174305677.85587","4356759128.10434","4593641613.95101","4814892475.08514","5066308147.15105","5260267036.48974","",
"High income","HIC","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32404094923092.9","32768371960937.1","33106155270870.6","33389281521447.8","34158171058269.6","35005227524195.4","35954629635995.2","37223546990506.8","38079331547425.7","39355231402303","41051694012005","41719793613306.4","42387074923895.1","43491623217070.6","45192089367243.7","46659185449096.3","48398590578464.4","50033499341333.1","50527311473702.1","48801666914240.8","50387533563928.5","51572690015356.7","52389031279217","53192180170304.2","54116037704198.4","",
"Hong Kong SAR, China","HKG","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153875400879.473","162649264031.473","172790419351.758","183505330463.839","194581681684.398","199200719612.48","207683625213.179","218274757844.307","205434433068.396","210583999801.237","226722074961.702","227993538628.604","231770605122.432","238854275721.051","259634825127.871","278817017628.469","298425056712.206","317717486709.866","324478083321.032","316498798159.667","337918204242.374","354187869989.884","360210135774.27","371276418058.089","380562928972.017","",
"Honduras","HND","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15716681269.2224","16227793056.2546","17140492133.5507","18208350281.797","17971048665.7847","18701208083.389","19373563213.7663","20341024442.0919","20931236637.9887","20535733620.1197","21716158011.9132","22307530966.0941","23145031047.053","24197444415.8296","25705502460.5689","27260920837.6118","29051145470.9422","30848903777.0809","32154387468.386","31372432953.4306","32543023178.9097","33791230595.593","32783550954.276","33638134147.3598","34809803520.5655","",
"Heavily indebted poor countries (HIPC)","HPC","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","520124896104.166","523851679239.533","522104918833.446","527944175049.625","530775333675.424","556525832215.299","586154545094.805","612696890122.842","634106359851.201","654801779411.202","674677243250.899","704479896329.548","728685620862.189","761374911903.329","803198655652.69","853669186169.695","906051908837.137","968114568707.794","1026566395509.38","1071462644620.35","1133426691453.32","1190285964618.25","1253973026510.66","1325690266735.34","1400336596423.37","",
"Croatia","HRV","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58565029869.808","62004963005.9775","66125486767.6718","67356664581.6844","66726542989.8624","69240462942.3867","71618460424.3618","75375904708.8804","79565227419.719","82813725028.6268","86261956780.0157","90389755902.0694","95044903301.1614","96996280361.0132","89834411596.0308","88306205282.2249","88057740524.8455","86131398375.5422","85322474652.9798","84981227286.7966","",
"Haiti","HTI","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14355351358.767","14742446696.2028","14871478475.3481","14716413968.8314","14677930806.6302","14731128119.0848","14213869144.7919","14468537129.9471","14794512150.9456","15289133971.0025","15418165750.1478","15893545989.104","15019751835.594","15849403538.3438","16306674053.9112","16999370973.5332","17466828208.5068","",
"Hungary","HUN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","154834964709.71","150090542153.742","149225857756.856","153623774422.884","155912039679.437","155964926253.969","161224657785.879","168009761512.742","173450123333.927","180805108508.89","187558380786.66","195981903627.249","203386780295.102","213127691289.084","222206201668.455","231012109866.095","232193226779.935","234233235594.803","218888546746.982","220615833216.71","224601490849.024","221282005047.078","224656924735.52","232824214340.679","",
"Indonesia","IDN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","812348924574.657","884873780549.535","948766106063.775","1017590314882.17","1094317303147.44","1186200102065.29","1276858840769.82","1336869578831.57","1161382399851.23","1170570442521.96","1228163264451.2","1272910980908.5","1330185297242","1393773064452.43","1463892030404.64","1547225128046.58","1632337236348.96","1735909396809.55","1840301842699.79","1925487044368.7","2045326550277","2171518784772.08","2302462467434.47","2430921710552.57","2553067381884.32","",
"Isle of Man","IMN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1543684021858.84","1559998159820.25","1645523436879.18","1723698573001.73","1838478352126.56","1977733744902.07","2127043193988.41","2213184632727.6","2350057173297.38","2557937486393.45","2656187639045.6","2784321234665.3","2890236127295.28","3117419712438.9","3364410900219.42","3676790783521.46","4017407385964.51","4411167960060.33","4582804611341.28","4971416663664.11","5481482173385.89","5845362020805.73","6142389294297.59","6566166075022.95","7053159572611.15","",
"Not classified","INX","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78950965565.9943","80474355190.4868","83164901419.1523","85404164326.2324","90319874529.7755","99021735485.2288","108016971721.598","119659164987.907","129888645247.513","143139056713.733","156767319562.983","165034110968.884","174669321236.151","179834700030.782","188068241454.905","198739605747.962","209610939896.092","219949334406.964","214209424125.077","200562832663.963","200010272012.722","205555969503.519","204912470739.571","205268233795.484","215105782702.476","",
"Iran, Islamic Rep.","IRN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","536058046183.127","603571110013.393","629229344959.471","619314013228.422","617142988722.845","633513853297.148","678497994137.267","701463840232.415","720688054746.628","734624880455.86","772407832088.187","800752665629.186","860934018219.62","922186729102.83","969071177464.404","1013875266637.02","1073632426974.07","1141972993246.36","1159306080724.77","1185735065343.31","1264342797898.09","1314235658336.91","1227960507668.23","1204434740658.4","1222003821942.82","",
