"Data Source","World Development Indicators",

"Last Updated Date","2015-11-12",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015",
"Iraq","IRQ","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","196400821452.945","70611777240.168","93625716807.8187","121984786788.913","126686729978.477","129372515888.67","143630383547.285","174134512666.596","234832745408.816","276121663384.833","280005245029.525","286460253499.383","266693979739.455","178416037485.773","275042192946.402","287145746974.369","316314585043.08","320672128907.217","341864916571.698","361726379396.619","381758389296.32","420751532114.547","473835300692.477","513545346071.962","480528992437.63","",
"Iceland","ISL","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7304780672.72488","7288452878.07713","7042548788.18869","7135048827.03284","7392542294.7426","7401161387.20143","7755310880.1802","8136344307.51449","8660180675.09968","9020684253.42","9448271529.21826","9803806351.00531","9848261914.42553","10115291445.9985","10947640429.5029","11604711864.6591","12095927742.3326","13271954537.0005","13424669762.6358","12733354491.0626","12342808033.8358","12639156519.5223","12804704957.3958","13260602080.0205","13508765692.7475","",
"Israel","ISR","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79929914448.4319","86084021516.4096","90928653871.0856","95981442903.2396","102634709396.393","125038728213.042","132281985153.033","137404886404.437","143355728704.974","148609602214.302","161870350060.829","162049629646.212","161950690037.219","163694920235.358","171966580698.942","179428124735.473","189799216300.964","201694442670.44","208755061758.05","212730212024.147","224963331331.773","234391267612.275","241413137516.958","249254940269.793","256151156378.165","",
"Italy","ITA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1743900595188.13","1770729541837.83","1785502323103.54","1770275496846.49","1808354476837.66","1860558819616.11","1884501172345.02","1919098274237.82","1950133780209.35","1980577612411.94","2054059970754.78","2090474407943.71","2095716865714.3","2098915976607.5","2132147477533.97","2152394793638.05","2195580480034.71","2227946060551.49","2204556533594.48","2083716445039.81","2119360132190.96","2131796979062.6","2072737336763.15","2037536574544.71","2028854697081.43","",
"Jamaica","JAM","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17664447411.2288","18519095551.4253","18881244336.0028","20659310481.0666","20945109275.5774","21437310345.8441","21412929434.2291","21168723566.5361","20674528380.4256","20891130012.1656","21074701112.7919","21358140998.5755","","","","","23756204755.9009","24088791623.0766","23916781881.605","22861759778.5835","22523399584.8251","22907006883.9405","23072922006.2901","23367069003.2925","","",
"Jordan","JOR","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22372150542.537","22780195391.782","27033813429.3712","28286163974.8152","29695980650.8664","31531263992.7191","32188846435.1884","33247453625.3741","34243585114.3707","35410783456.7357","36912136042.6717","38857911544.4942","41108711581.9824","42820376271.0044","46486972642.0236","50282066919.2022","54351561109.7715","58795192030.3421","63047500484.7868","66500347948.6717","68054348229.93","69797089967.4539","71647552754.3083","73674613032.6082","75955822381.0949","",
"Japan","JPN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3650457798737.63","3771811456330.96","3802703718462.98","3809208726399.92","3842104224532.79","3916731083016.7","4018959904170.16","4083087577065.28","4001297296437.99","3993321218284.45","4083470256764.56","4097985430092.41","4109851083305.65","4179106666234.96","4277764095710.35","4333491732318.2","4406853598003.27","4503460035634.04","4456550373550.1","4210237882162.8","4406099417553.66","4386151911434.78","4463071409033.1","4535077126057.35","4530338927822.24","",
"Kazakhstan","KAZ","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","208085602843.375","185196186527.082","175380788643.119","159245756084.387","139180790823.551","127767965971.513","128406805804.02","130589721502.04","128108516794.252","131567446744.933","144461056528.754","163963299157.876","180031702477.822","196774650808.578","215665017285.478","236584523960.502","261899068024.276","285208085078.42","294619951886.61","298155391307.566","319920734873.502","343914789991.274","361110529488.344","382777161257.832","399236579191.361","",
"Kenya","KEN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55707556394.9901","56508824244.7893","56057039608.1261","56255031534.0257","57736105295.1817","60280083108.0542","62779801264.66","63077943746.5419","65153342907.9358","66655380645.1952","67055109891.187","69589730346.0583","69970288418.3532","72022150015.8219","75698376457.5261","80169626784.1254","85244871476.7217","91206288418.4869","91418144889.4453","94441287921.2466","102376506594.919","108633362952.274","113581517513.701","120041161143.772","126437023576.017","",
"Kyrgyz Republic","KGZ","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15257961991.0306","14060049352.4771","12107290039.9246","10235584777.4982","8179751317.50995","7736096175.41356","8284160096.07296","9105548520.32913","9298753258.74428","9638696095.26144","10161756687.6275","10702523140.9133","10700665927.5892","11452954420.4463","12257737457.5072","12236219224.1571","12615896710.324","13693656983.311","14844145453.5681","15272591237.1255","15200570760.0957","16105958461.3669","16091761027.9377","17848252275.5774","18491331256.1549","",
"Cambodia","KHM","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10118108201.8831","11038801866.5879","11750021140.66","12385972161.8547","13082038149.0505","13737321724.289","15373403487.2204","16721156785.584","18065308983.7304","19273495323.3548","20912879328.6811","23075381623.2818","26132889430.9912","28947685729.7313","31903988921.579","34038869057.7897","34068379722.2329","36099903974.4308","38652011936.303","41478767113.9546","44530221118.4119","47661456932.1288","",
"Kiribati","KIR","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","103234912.347395","98777540.2699793","101921646.159749","105464322.654745","110627800.94556","109554434.817476","116255256.87131","122731332.794101","136209080.822199","136412767.449639","149380964.6313","150431488.440661","151300387.959689","157398172.799241","162391615.098001","162108927.475562","154801168.29937","166436711.178955","171020774.555824","169883449.935316","169033492.826936","173665023.65637","178545034.343132","183852809.232707","189424106.482183","",
"St. Kitts and Nevis","KNA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","582214783.12483","584503938.547339","603846539.262451","644048782.389418","676923060.641936","701751440.354839","747669839.415708","798288374.687535","807417810.622785","849489361.564871","869269359.376966","912560887.019231","929329328.600843","905642431.507394","947348570.167992","1035060727.70477","1095976282.40855","1127018457.76389","1173549493.55237","1107850330.88349","1072099914.64382","1090273272.63776","1076909814.93514","1117423864.62993","1188259986.25982","",
"Korea, Rep.","KOR","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","518150837085.666","568478250988.398","601252371278.769","639308004073.479","695387417899.068","757489855223.619","811922444214.405","858743906646.25","809676158022.456","896559184322.151","975736820161.216","1019892028728.14","1095694826694.76","1127833824631.12","1183096007278.77","1229516996715.92","1293158443794.78","1363808940935.67","1402394020663.7","1412316217558.87","1504071368119","1559446833866.66","1595195319034.79","1641392175474.03","1695724678607.61","",
"Kosovo","KSV","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7901850046.34715","10033288585.3661","9962960420.70641","10558759959.487","10834568153.6969","11488242542.6491","12005561752.5147","12880296944.7269","13220957440.8635","13662757618.8038","14114936807.3043","14733959220.4775","15139830901.7219","15659428372.8452","16050999206.2606","",
"Kuwait","KWT","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85647596510.3853","114759614600.047","124440925922.289","130486628505.638","131276238297.798","134523126642.372","139449437665.973","136954674029.726","143384123487.807","144429431620.877","148762314583.135","174527948036.284","193310984912.051","212788905013.963","228791161004.557","242499552333.663","248513162527.023","230928116132.717","225461904577.887","247170359949.423","263548827220.318","267446807009.009","","",
"Latin America & Caribbean (developing only)","LAC","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3485813345872.58","3560295962781.87","3607857302753.31","3741031018459.57","3932560050832.49","3980689137492.46","4121236692785.4","4316385319663.32","4407080867996.74","4457903355414.18","4656426337944.2","4693216852484.51","4793386214315.86","4881021281524.28","5127396519552.43","5321525094015.32","5588919440120.22","5884135493137.07","6111258527172.95","6033425353357.12","6401039070962.49","6681445973959.14","6884093679350.43","7086403059200.84","7209068797399.15","",
"Lao PDR","LAO","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6886191719.73724","7182061329.41124","7581373724.12815","8029626733.30604","8684765466.41627","9295413414.11846","9939429747.03323","10622476431.2763","11043934665.6602","11850846065.6199","12538050832.7715","13259165903.5189","14043942662.5201","14895988229.205","15843029799.576","16969083974.3301","18431694495.2291","19831918771.074","21383747130.8604","22987907708.5118","24948064879.1952","26953553165.4114","29116363152.031","31596618014.6808","33953100172.1604","",
"Lebanon","LBN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20906107326.2957","28892388570.6401","30192527841.1999","32305390709.693","34890838955.5325","37170936311.2611","39080222895.4786","38186541790.1826","39558448024.9156","39379218876.8893","39908501777.4308","41486290830.8033","42885987067.797","44274373887.5562","47585566787.5486","48871491042.3413","49654790185.9981","54324369656.3722","59266842460.2086","65371868134.1595","70599059112.2096","72014278181.3865","73598592301.3771","74260979632.0894","75746199224.7313","",
"Liberia","LBR","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1835475521.53723","1574375241.81681","1021994965.28044","684988124.380361","535918612.666077","513055190.624008","575243698.578434","1186611603.98334","1545064612.92615","1880984341.25099","2419245656.09703","2489856360.10448","2583543943.62192","1804728716.96902","1852023624.16531","1949847258.12256","2106676259.73287","2307545958.8746","2472464570.32962","2603507734.70287","2762320301.90626","2988830566.66257","3227771189.02412","3508712200.26394","3526255761.26526","",
"Libya","LBY","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113240031841.056","117406374145.144","115336642806.984","114230738121.659","129099012224.358","134858932460.423","150867670769.863","160674894958.471","170881473616.78","175439490496.92","174053269693.44","182792988664.964","69322560014.4654","141755476956.406","122544222995.715","93095670802.1215","",
"St. Lucia","LCA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1102533893.57939","1132059140.13242","1211549106.91239","1242721806.33452","1260383139.89038","1301822563.51839","1372345355.19267","1377884901.9446","1465423992.71806","1499987290.50245","1566295152.93847","1508311467.16473","1508112892.2447","1580595919.32792","1708981890.24004","1680270985.37284","1820369186.29291","1809761429.86294","1872874214.83681","1884987284.9589","1865388875.64512","1888549290.18901","1858377673.04558","1850350308.944","1820831106.80539","",
"Latin America & Caribbean (all income levels)","LCN","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4414094296777.52","4573658787034.1","4710151844650.56","4886008858111.84","5114530801650.58","5184007009746.69","5371405808143.21","5651732619190.37","5783653477143.43","5795026807493.12","6015248006795.7","6059144847192.27","6075915038217.09","6194731000912.5","6567011392331.49","6872109314087.66","7248904270235.08","7652152952265.59","7939832378878.97","7838853624251.61","8289077009297.38","8677671854439.18","8934969942137.59","9188794830631.86","9305418084198.98","",
"Least developed countries: UN classification","LDC","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","644999348588.864","655762409776.525","663072654208.445","668350233642.44","683951126332.293","719576320730.565","758593308283.909","798105133634.158","831363290065.078","867534247074.474","905539220433.584","955814517059.74","999420489962.81","1051503214155.14","1119724927733.84","1206712449017.76","1294239037044.83","1404974829488.22","1502848285839.63","1570644922408.03","1657044163108.42","1719166249741.67","1791892627552.04","1892356524437.78","2004422359242.34","",
"Low income","LIC","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","361860731961.754","361886669063.464","351128109894.497","352810124952.599","360731552017.892","375202873557.217","396767506742.369","411875717863.675","423649802916.057","439393180908.339","450954392126.41","473473590877.204","484899652975.463","500817069177.529","531153607095.979","566417284576.147","598581710394.622","639419731040.711","674726590003.745","710825648968.212","758089523212.429","804085110769.747","837994525848.818","888220536734.908","949723421534.579","",
"Liechtenstein","LIE","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56823879093.5747","59437777532.1747","62053039738.2466","66334699483.3423","70049442656.2537","73902162001.8452","76710444154.8297","81624067192.0133","85459090048.717","89134320283.6821","94482379501.0576","93022274445.5609","96710288090.5015","102455139428.262","108033884553.55","114777087429.546","123578529526.918","131977947300.083","139830751497.9","144779238816.292","156384683827.763","169280023380.997","180014681696.408","193063950280.702","207287784858.527","",
"Lower middle income","LMC","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5229438139555.47","5308921379905.64","5449309688085.13","5585732533224.69","5767163821290.66","6058895018371.67","6415945634262.99","6666019861921.08","6722299527034.19","7047559222603.5","7355477285144.15","7670193432646.32","7964163183931.79","8466994215513.35","9146273739266.12","9770195577968.3","10498995601021.3","11311913723374.1","11837942013131.4","12455316425691.5","13386919122254.8","14112052555224.4","14792292594948.1","15644396705862.1","16551728297406.9","",
"Low & middle income","LMY","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14186342661630.4","14424806586293.6","14941773658230.7","15601286112896.1","16328770486562","17157814403231.7","18214940175422.2","19131332527905.6","19620729914550.3","20410048511217.9","21507958262002.7","22344438061869.8","23436457069192.3","24785933014130.1","26776040080496.4","28727494966320.1","31074410538554","33780263210010.7","35715599150436.5","37207340301209.8","40165751461594.4","42614063126143.8","44831728678716.7","47282555411412.1","49675267556125.5","",
"Lesotho","LSO","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2077690840.39656","2158818506.61063","2315449814.77018","2392568103.21757","2520465062.12769","2570813109.11774","2704846984.51519","2815353190.22207","2864452650.45408","2875968657.61787","3023803210.92793","3151685997.31221","3168464820.85641","3317102398.84353","3393123018.78096","3484890038.44365","3634999729.03171","3807061172.53369","4025338031.10042","4161566817.91641","4488960676.7372","4670565720.38403","4903853454.37726","5129622514.45444","5231364438.69685","",
"Lithuania","LTU","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60654428783.1497","65146694627.8924","72369449888.7191","74271286739.831","63268736930.7725","64293014872.6789","68224350205.8598","70843020891.2312","73150573752.957","75308422687.733","",
"Luxembourg","LUX","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21735639321.1011","23614504860.9224","24044198074.6152","25054227271.6138","26011448117.6411","26384024930.6782","26783700765.9242","28374065946.2285","30215965640.3699","32760216402.4297","35525845330.5349","36236395589.7883","37423471731.8855","37868868481.5251","39734392964.2589","41373119476.5053","43392621993.1239","46197162337.7343","46422292676.0857","43946275862.2547","46207168130.55","47412727195.4871","47335460239.8554","48277533427.3146","","",
"Latvia","LVA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20153225005.8431","20660996512.6378","22475492529.6359","23887236781.3611","24403037966.5821","25708494632.8234","27547502299.7541","29527874568.4517","32076452239.4676","34936285603.163","38489840921.4181","42962794419.4751","47170345914.8129","45672599580.9963","39193494320.3471","38067226267.4066","39969626132.4391","41901820330.5794","43672787038.2143","44704178101.3292","",
"Macao SAR, China","MAC","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13304394282.3721","13796656862.9871","15631612224.7064","16444456067.5526","17151567670.1159","17717569401.419","17646699129.5913","17593759025.1225","16784446125.7545","16381619417.4343","17315371717.555","17817517497.5472","19403872498.4335","21846016512.918","27718661100.4784","30091001670.0775","34430818759.9557","39364300822.656","40699131489.7864","41396087657.5029","52779582993.9776","64017022098.7905","69884722869.0652","77332614127.3146","77059666585.3207","",
"St. Martin (French part)","MAF","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97099545483.3102","104427986031.081","101391712012.138","100374491462.552","111911939858.882","104829373991.748","118939175737.963","116546563000.154","125846257145.947","126512508777.234","128527306093.664","138233626542.188","142817503244.714","151839237864.727","159130355225.291","163870072604.226","176586147964.993","181364170720.272","191497088650.647","200609184671.267","207917326643.539","218283350795.769","224109696756.64","233928968955.922","239905982730.414","",
"Monaco","MCO","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23801185938.1045","19992996127.6842","14175034272.7412","14004933864.7165","9677409265.48503","9541925631.58985","9045745450.02432","9190477377.22471","8593096352.34538","8300931047.82797","8475250622.8017","8992240914.38881","9693635715.2237","10333415713.7269","11099128275.0984","11930138274.3473","12502608581.1953","12886181551.8291","13886773756.7721","13055014353.6604","13981146440.4318","14877946210.3745","14773800534.6988","16162065970.2651","16905521004.8973","",
"Madagascar","MDG","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19174383377.5745","17964569063.7014","18177656210.4238","18558761646.6129","18545472040.9712","18863010056.7757","19268360118.4349","19980035574.7513","20765717794.95","21733216613.0394","22767731871.9076","24137853996.5255","21078673520.3615","23141198987.0447","24357732651.851","25478894719.5946","26758599469.8959","28428490862.2468","30455019682.2432","29232597651.7321","29309511789.5579","29735787033.419","30636048703.7798","31375694120.6111","32308551587.4903","",
"Maldives","MDV","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2013457570.0365","2131925540.087","2430813194.65892","2782156179.08652","2564819844.90236","3075709287.8622","3402994026.62016","3775073532.89626","3546860604.14366","3802108463.7906","4213908641.80102","4276786907.77112","4606983859.4004","4955365271.39236","",
"Middle East & North Africa (all income levels)","MEA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2788081167807.18","2820121898313.73","2960338980206.49","3038553744616.22","3118387029612.34","3224546610281.72","3398773814973.56","3548336598824.68","3729017372179.55","3846939181785.52","4036839088817.44","4139739480404.32","4242860327614.77","4414176999161.34","4789677907187.76","5060087306565.2","5394864382427.55","5699229698704.13","5990993941042.7","6120584406530.75","6423970254211.97","6640208950905.99","6882767100004.13","7036380532049.22","7152300876665.33","",
"Mexico","MEX","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1074183422330.25","1119538139567.08","1160162357823.43","1207281491773.28","1264353971675.59","1191543842289.17","1261544262948.04","1349384187157.17","1412830105223.94","1450510469881.06","1527336377442.49","1518088471906.04","1520091091235.66","1541716990049","1607944746504.07","1656706855331.02","1739565151233.16","1794330590510.5","1819456425001.55","1733935788037.82","1822543352682.68","1896258210431.81","1972248304703.73","1999678953161.48","2042167303892.16","",
"Marshall Islands","MHL","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139542729.709036","139665349.823073","149638510.932657","158626196.925773","167949847.169047","181743898.458344","163018953.575525","152511362.872384","148173535.296286","144621595.634724","153140785.315605","161354307.653232","165575179.309881","165856764.670288","165764859.358835","170323784.192526","173598587.520787","180151860.803947","176487889.31058","173564576.397846","184228391.011653","184271884.789689","192971525.444786","198738623.402857","","",
"Middle income","MIC","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13842935666472","14080377039215.5","14603608353937.3","15259168269598.4","15977723376080.4","16792106405118.4","17827973197956.6","18728877078149.8","19206964455365.4","19980747662178.6","21065817670656.9","21880874040671.5","22960189318928","24293021822761","26252420931125.4","28168810013869.7","30482835199410.3","33147296847719.2","35047558908837.3","36503890220935.9","39415144756643.9","41817905874449.6","44001663694562.9","46402926506626.3","48735258612829.3","",
"Macedonia, FYR","MKD","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19218317968.5123","18032400220.4008","16848537324.497","15590074359.3094","15315974943.0666","15145243527.0172","15324730400.2999","15545403659.1394","16070641751.7376","16767951381.3904","17530748257.4923","16993037142.0478","17246917990.3094","17630182834.5385","18454293100.3788","19325959033.5021","20318738411.7611","21634069272.461","22817823188.1093","22735994859.4248","23499642386.2294","24049508705.1692","23939798595.2714","24577946778.772","25503935193.4952","",
"Mali","MLI","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8762344825.55252","8903949825.76875","9645939126.97057","9439573574.89034","9525677783.50981","10117127572.7292","10442737850.9347","11148781157.9972","11821399850.2164","12617549027.7176","13021310596.6046","14596889178.8588","15203144541.8755","16334470578.635","16691463739.1105","17706270408.529","19225165085.6106","20051496935.659","21049766558.2478","21988043481.0328","23267596956.2415","23902828182.5466","23805232080.343","24314007881.88","26069996962.6359","",
"Malta","MLT","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5877915544.04339","6245666749.65641","6538646965.96988","6831627179.84366","7217689649.58615","7675471233.30642","7965399569.41853","8384138935.8962","8813876626.48286","9229889190.87316","9854770577.53481","9702032613.14902","9974813833.88891","9987989313.24497","9937727299.40541","10302004904.5617","10531111851.1403","10981762043.1854","11410050762.8697","11090569341.5094","11567463823.1943","11729408316.7189","11858431808.2029","12202326330.6406","","",
"Myanmar","MMR","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (developing only)","MNA","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1733003084007.98","1691079170196.83","1777785902167.56","1809272144340.73","1848293235630.63","1901583316010.59","2027131171640.21","2121306481736.56","2267910036453.88","2381557626776.01","2474755995351.17","2562394442186.55","2648998259829.35","2701823109002.64","2923429073953.64","3071470808721.42","3252198193767.66","3426281983829.72","3561040727841.22","3683013690944.4","3877271321457.72","3879624422959.13","3976611652625.13","4026236284685.54","4031564246263.44","",
"Montenegro","MNE","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6052399453.72282","6348967207.81367","5752164447.20865","5930481396.48996","5995716753.06497","6109635302.92525","6262376088.11307","6537920858.58504","6812055489.80955","7395604388.35593","8183820474.34706","8750353655.54169","8255353599.61323","8458743091.82823","8731814831.9862","8509519234.4859","8793527066.39246","8927645554.90438","",
"Mongolia","MNG","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11188351777.3754","10215687410.937","9270075809.28543","8976326430.47082","9167915588.39162","9752501022.85918","9970478572.75424","10358999565.8124","10704983583.6351","11033666082.0075","11160118751.3944","11489644754.3966","12033447166.3129","12876346167.2463","14244510220.1389","15277759335.1559","16584960297.3789","18284589741.9612","19911985506.509","19659382269.3595","20910733737.0647","24526362150.2594","27547965752.8338","30755810781.7521","33162114398.0904","",
"Northern Mariana Islands","MNP","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6265211092.21197","6572206383.1534","6236713544.53995","6776481388.96626","7234943568.55521","7430343637.10724","7980189053.10894","8797245540.48602","9745777043.50038","10536917149.7839","10651873017.6672","11919331407.2927","12970253896.1376","13751546985.6305","14957582602.2549","16254803789.4054","17282270650.3263","18502746608.5381","19669457106.0357","20866304559.1442","22278496831.2183","23931360284.0157","25624264856.2397","27497920418.1014","29525232007.1621","",
"Mauritania","MRT","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5667616302.24621","5768958219.6035","5877075758.22935","6222273870.27695","6031826736.75175","6624140085.65351","7009587311.41728","6726070769.89056","6912907894.63521","7446088411.37295","7414039980.99793","7562972988.127","7613267072.83607","8068407466.51267","8532133016.6706","9297416059.68578","11051754730.9026","11363175139.867","11485893701.3464","11366201304.9529","11908789335.03","12431042287.8992","13173054167.2567","13920699363.8224","14814253577.9616","",
"Mauritius","MUS","GDP, PPP (constant 2011 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8012590077.11387","8367984203.01395","8912965796.2311","9365928326.7701","9753316506.60674","10171513030.1727","10739881298.3955","11350709626.194","12039768994.9728","12354100820.0834","13469257821.912","13815898642.6097","14107871863.0179","14623776480.482","15464024675.7276","15655993152.2497","16274037442.5305","17232659395.4474","18182366745.0266","18736743922.6691","19504988237.0073","20263009431.345","20911425733.7579","21580591357.6652","22357492651.1158","",
