Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
India,1.54E+12,1.56E+12,1.65E+12,1.72E+12,1.84E+12,1.98E+12,2.13E+12,2.21E+12,2.35E+12,2.56E+12,2.66E+12,2.78E+12,2.89E+12,3.12E+12,3.36E+12,3.68E+12,4.02E+12,4.41E+12,4.58E+12,4.97E+12,5.48E+12,5.85E+12,6.14E+12
Ireland,78950965566,80474355190,83164901419,85404164326,90319874530,99021735485,1.08E+11,1.20E+11,1.30E+11,1.43E+11,1.57E+11,1.65E+11,1.75E+11,1.80E+11,1.88E+11,1.99E+11,2.10E+11,2.20E+11,2.14E+11,2.01E+11,2.00E+11,2.06E+11,2.05E+11
Iran,5.36E+11,6.04E+11,6.29E+11,6.19E+11,6.17E+11,6.34E+11,6.78E+11,7.01E+11,7.21E+11,7.35E+11,7.72E+11,8.01E+11,8.61E+11,9.22E+11,9.69E+11,1.01E+12,1.07E+12,1.14E+12,1.16E+12,1.19E+12,1.26E+12,1.31E+12,1.23E+12
Iraq,1.96E+11,70611777240,93625716808,1.22E+11,1.27E+11,1.29E+11,1.44E+11,1.74E+11,2.35E+11,2.76E+11,2.80E+11,2.86E+11,2.67E+11,1.78E+11,2.75E+11,2.87E+11,3.16E+11,3.21E+11,3.42E+11,3.62E+11,3.82E+11,4.21E+11,4.74E+11
Iceland,7304780673,7288452878,7042548788,7135048827,7392542295,7401161387,7755310880,8136344308,8660180675,9020684253,9448271529,9803806351,9848261914,10115291446,10947640430,11604711865,12095927742,13271954537,13424669763,12733354491,12342808034,12639156520,12804704957
Israel,79929914448,86084021516,90928653871,95981442903,1.03E+11,1.25E+11,1.32E+11,1.37E+11,1.43E+11,1.49E+11,1.62E+11,1.62E+11,1.62E+11,1.64E+11,1.72E+11,1.79E+11,1.90E+11,2.02E+11,2.09E+11,2.13E+11,2.25E+11,2.34E+11,2.41E+11
Italy,1.74E+12,1.77E+12,1.79E+12,1.77E+12,1.81E+12,1.86E+12,1.88E+12,1.92E+12,1.95E+12,1.98E+12,2.05E+12,2.09E+12,2.10E+12,2.10E+12,2.13E+12,2.15E+12,2.20E+12,2.23E+12,2.20E+12,2.08E+12,2.12E+12,2.13E+12,2.07E+12
Jamaica,17664447411,18519095551,18881244336,20659310481,20945109276,21437310346,21412929434,21168723567,20674528380,20891130012,21074701113,21358140999,,,,,23756204756,24088791623,23916781882,22861759779,22523399585,22907006884,23072922006
Jordan,22372150543,22780195392,27033813429,28286163975,29695980651,31531263993,32188846435,33247453625,34243585114,35410783457,36912136043,38857911544,41108711582,42820376271,46486972642,50282066919,54351561110,58795192030,63047500485,66500347949,68054348230,69797089967,71647552754
Japan,3.65E+12,3.77E+12,3.80E+12,3.81E+12,3.84E+12,3.92E+12,4.02E+12,4.08E+12,4.00E+12,3.99E+12,4.08E+12,4.10E+12,4.11E+12,4.18E+12,4.28E+12,4.33E+12,4.41E+12,4.50E+12,4.46E+12,4.21E+12,4.41E+12,4.39E+12,4.46E+12
Kazakhstan,2.08E+11,1.85E+11,1.75E+11,1.59E+11,1.39E+11,1.28E+11,1.28E+11,1.31E+11,1.28E+11,1.32E+11,1.44E+11,1.64E+11,1.80E+11,1.97E+11,2.16E+11,2.37E+11,2.62E+11,2.85E+11,2.95E+11,2.98E+11,3.20E+11,3.44E+11,3.61E+11
Kenya,55707556395,56508824245,56057039608,56255031534,57736105295,60280083108,62779801265,63077943747,65153342908,66655380645,67055109891,69589730346,69970288418,72022150016,75698376458,80169626784,85244871477,91206288418,91418144889,94441287921,1.02E+11,1.09E+11,1.14E+11
Kyrgyzstan,15257961991,14060049352,12107290040,10235584777,8179751318,7736096175,8284160096,9105548520,9298753259,9638696095,10161756688,10702523141,10700665928,11452954420,12257737458,12236219224,12615896710,13693656983,14844145454,15272591237,15200570760,16105958461,16091761028
Cambodia,,,,10118108202,11038801867,11750021141,12385972162,13082038149,13737321724,15373403487,16721156786,18065308984,19273495323,20912879329,23075381623,26132889431,28947685730,31903988922,34038869058,34068379722,36099903974,38652011936,41478767114
Kiribati,103234912.3,98777540.27,101921646.2,105464322.7,110627800.9,109554434.8,116255256.9,122731332.8,136209080.8,136412767.4,149380964.6,150431488.4,151300388,157398172.8,162391615.1,162108927.5,154801168.3,166436711.2,171020774.6,169883449.9,169033492.8,173665023.7,178545034.3
Saint Kitts & Nevis,582214783.1,584503938.5,603846539.3,644048782.4,676923060.6,701751440.4,747669839.4,798288374.7,807417810.6,849489361.6,869269359.4,912560887,929329328.6,905642431.5,947348570.2,1035060728,1095976282,1127018458,1173549494,1107850331,1072099915,1090273273,1076909815
"Korea, Rep. (South)",5.18E+11,5.68E+11,6.01E+11,6.39E+11,6.95E+11,7.57E+11,8.12E+11,8.59E+11,8.10E+11,8.97E+11,9.76E+11,1.02E+12,1.10E+12,1.13E+12,1.18E+12,1.23E+12,1.29E+12,1.36E+12,1.40E+12,1.41E+12,1.50E+12,1.56E+12,1.60E+12
Kosovo,,,,,,,,,,,7901850046,10033288585,9962960421,10558759959,10834568154,11488242543,12005561753,12880296945,13220957441,13662757619,14114936807,14733959220,15139830902
Kuwait,,,85647596510,1.15E+11,1.24E+11,1.30E+11,1.31E+11,1.35E+11,1.39E+11,1.37E+11,1.43E+11,1.44E+11,1.49E+11,1.75E+11,1.93E+11,2.13E+11,2.29E+11,2.43E+11,2.49E+11,2.31E+11,2.25E+11,2.47E+11,2.64E+11
Latin America & Caribbean (developing only),3.49E+12,3.56E+12,3.61E+12,3.74E+12,3.93E+12,3.98E+12,4.12E+12,4.32E+12,4.41E+12,4.46E+12,4.66E+12,4.69E+12,4.79E+12,4.88E+12,5.13E+12,5.32E+12,5.59E+12,5.88E+12,6.11E+12,6.03E+12,6.40E+12,6.68E+12,6.88E+12
Laos,6886191720,7182061329,7581373724,8029626733,8684765466,9295413414,9939429747,10622476431,11043934666,11850846066,12538050833,13259165904,14043942663,14895988229,15843029800,16969083974,18431694495,19831918771,21383747131,22987907709,24948064879,26953553165,29116363152
Lebanon,20906107326,28892388571,30192527841,32305390710,34890838956,37170936311,39080222895,38186541790,39558448025,39379218877,39908501777,41486290831,42885987068,44274373888,47585566788,48871491042,49654790186,54324369656,59266842460,65371868134,70599059112,72014278181,73598592301
Liberia,1835475522,1574375242,1021994965,684988124.4,535918612.7,513055190.6,575243698.6,1186611604,1545064613,1880984341,2419245656,2489856360,2583543944,1804728717,1852023624,1949847258,2106676260,2307545959,2472464570,2603507735,2762320302,2988830567,3227771189
Libya,,,,,,,,,,1.13E+11,1.17E+11,1.15E+11,1.14E+11,1.29E+11,1.35E+11,1.51E+11,1.61E+11,1.71E+11,1.75E+11,1.74E+11,1.83E+11,69322560014,1.42E+11
Saint Lucia,1102533894,1132059140,1211549107,1242721806,1260383140,1301822564,1372345355,1377884902,1465423993,1499987291,1566295153,1508311467,1508112892,1580595919,1708981890,1680270985,1820369186,1809761430,1872874215,1884987285,1865388876,1888549290,1858377673
Latin America & Caribbean (all income levels),4.41E+12,4.57E+12,4.71E+12,4.89E+12,5.11E+12,5.18E+12,5.37E+12,5.65E+12,5.78E+12,5.80E+12,6.02E+12,6.06E+12,6.08E+12,6.19E+12,6.57E+12,6.87E+12,7.25E+12,7.65E+12,7.94E+12,7.84E+12,8.29E+12,8.68E+12,8.93E+12
Least developed countries: UN classification,6.45E+11,6.56E+11,6.63E+11,6.68E+11,6.84E+11,7.20E+11,7.59E+11,7.98E+11,8.31E+11,8.68E+11,9.06E+11,9.56E+11,9.99E+11,1.05E+12,1.12E+12,1.21E+12,1.29E+12,1.40E+12,1.50E+12,1.57E+12,1.66E+12,1.72E+12,1.79E+12
Low income,3.62E+11,3.62E+11,3.51E+11,3.53E+11,3.61E+11,3.75E+11,3.97E+11,4.12E+11,4.24E+11,4.39E+11,4.51E+11,4.73E+11,4.85E+11,5.01E+11,5.31E+11,5.66E+11,5.99E+11,6.39E+11,6.75E+11,7.11E+11,7.58E+11,8.04E+11,8.38E+11
Sri Lanka,56823879094,59437777532,62053039738,66334699483,70049442656,73902162002,76710444155,81624067192,85459090049,89134320284,94482379501,93022274446,96710288091,1.02E+11,1.08E+11,1.15E+11,1.24E+11,1.32E+11,1.40E+11,1.45E+11,1.56E+11,1.69E+11,1.80E+11
Lower middle income,5.23E+12,5.31E+12,5.45E+12,5.59E+12,5.77E+12,6.06E+12,6.42E+12,6.67E+12,6.72E+12,7.05E+12,7.36E+12,7.67E+12,7.96E+12,8.47E+12,9.15E+12,9.77E+12,1.05E+13,1.13E+13,1.18E+13,1.25E+13,1.34E+13,1.41E+13,1.48E+13
Low & middle income,1.42E+13,1.44E+13,1.49E+13,1.56E+13,1.63E+13,1.72E+13,1.82E+13,1.91E+13,1.96E+13,2.04E+13,2.15E+13,2.23E+13,2.34E+13,2.48E+13,2.68E+13,2.87E+13,3.11E+13,3.38E+13,3.57E+13,3.72E+13,4.02E+13,4.26E+13,4.48E+13
Lesotho,2077690840,2158818507,2315449815,2392568103,2520465062,2570813109,2704846985,2815353190,2864452650,2875968658,3023803211,3151685997,3168464821,3317102399,3393123019,3484890038,3634999729,3807061173,4025338031,4161566818,4488960677,4670565720,4903853454
Lithuania,,,,,,,,,,,,,,,,60654428783,65146694628,72369449889,74271286740,63268736931,64293014873,68224350206,70843020891
Luxembourg,21735639321,23614504861,24044198075,25054227272,26011448118,26384024931,26783700766,28374065946,30215965640,32760216402,35525845331,36236395590,37423471732,37868868482,39734392964,41373119477,43392621993,46197162338,46422292676,43946275862,46207168131,47412727195,47335460240
Latvia,,,,,,20153225006,20660996513,22475492530,23887236781,24403037967,25708494633,27547502300,29527874568,32076452239,34936285603,38489840921,42962794419,47170345915,45672599581,39193494320,38067226267,39969626132,41901820331
"Macao SAR, China",13304394282,13796656863,15631612225,16444456068,17151567670,17717569401,17646699130,17593759025,16784446126,16381619417,17315371718,17817517498,19403872498,21846016513,27718661100,30091001670,34430818760,39364300823,40699131490,41396087658,52779582994,64017022099,69884722869
Morocco,97099545483,1.04E+11,1.01E+11,1.00E+11,1.12E+11,1.05E+11,1.19E+11,1.17E+11,1.26E+11,1.27E+11,1.29E+11,1.38E+11,1.43E+11,1.52E+11,1.59E+11,1.64E+11,1.77E+11,1.81E+11,1.91E+11,2.01E+11,2.08E+11,2.18E+11,2.24E+11
Moldova,23801185938,19992996128,14175034273,14004933865,9677409265,9541925632,9045745450,9190477377,8593096352,8300931048,8475250623,8992240914,9693635715,10333415714,11099128275,11930138274,12502608581,12886181552,13886773757,13055014354,13981146440,14877946210,14773800535
Madagascar,19174383378,17964569064,18177656210,18558761647,18545472041,18863010057,19268360118,19980035575,20765717795,21733216613,22767731872,24137853997,21078673520,23141198987,24357732652,25478894720,26758599470,28428490862,30455019682,29232597652,29309511790,29735787033,30636048704
Maldives,,,,,,,,,,,,2013457570,2131925540,2430813195,2782156179,2564819845,3075709288,3402994027,3775073533,3546860604,3802108464,4213908642,4276786908
Middle East & North Africa (all income levels),2.79E+12,2.82E+12,2.96E+12,3.04E+12,3.12E+12,3.22E+12,3.40E+12,3.55E+12,3.73E+12,3.85E+12,4.04E+12,4.14E+12,4.24E+12,4.41E+12,4.79E+12,5.06E+12,5.39E+12,5.70E+12,5.99E+12,6.12E+12,6.42E+12,6.64E+12,6.88E+12
Mexico,1.07E+12,1.12E+12,1.16E+12,1.21E+12,1.26E+12,1.19E+12,1.26E+12,1.35E+12,1.41E+12,1.45E+12,1.53E+12,1.52E+12,1.52E+12,1.54E+12,1.61E+12,1.66E+12,1.74E+12,1.79E+12,1.82E+12,1.73E+12,1.82E+12,1.90E+12,1.97E+12
Marshall Islands,139542729.7,139665349.8,149638510.9,158626196.9,167949847.2,181743898.5,163018953.6,152511362.9,148173535.3,144621595.6,153140785.3,161354307.7,165575179.3,165856764.7,165764859.4,170323784.2,173598587.5,180151860.8,176487889.3,173564576.4,184228391,184271884.8,192971525.4
Middle income,1.38E+13,1.41E+13,1.46E+13,1.53E+13,1.60E+13,1.68E+13,1.78E+13,1.87E+13,1.92E+13,2.00E+13,2.11E+13,2.19E+13,2.30E+13,2.43E+13,2.63E+13,2.82E+13,3.05E+13,3.31E+13,3.50E+13,3.65E+13,3.94E+13,4.18E+13,4.40E+13
"Macedonia, FYR",19218317969,18032400220,16848537324,15590074359,15315974943,15145243527,15324730400,15545403659,16070641752,16767951381,17530748257,16993037142,17246917990,17630182835,18454293100,19325959034,20318738412,21634069272,22817823188,22735994859,23499642386,24049508705,23939798595
Mali,8762344826,8903949826,9645939127,9439573575,9525677784,10117127573,10442737851,11148781158,11821399850,12617549028,13021310597,14596889179,15203144542,16334470579,16691463739,17706270409,19225165086,20051496936,21049766558,21988043481,23267596956,23902828183,23805232080
Malta,5877915544,6245666750,6538646966,6831627180,7217689650,7675471233,7965399569,8384138936,8813876626,9229889191,9854770578,9702032613,9974813834,9987989313,9937727299,10302004905,10531111851,10981762043,11410050763,11090569342,11567463823,11729408317,11858431808
Montenegro,,,,,,,,6052399454,6348967208,5752164447,5930481396,5995716753,6109635303,6262376088,6537920859,6812055490,7395604388,8183820474,8750353656,8255353600,8458743092,8731814832,8509519234
Mongolia,11188351777,10215687411,9270075809,8976326430,9167915588,9752501023,9970478573,10358999566,10704983584,11033666082,11160118751,11489644754,12033447166,12876346167,14244510220,15277759335,16584960297,18284589742,19911985507,19659382269,20910733737,24526362150,27547965753
Mozambique,6265211092,6572206383,6236713545,6776481389,7234943569,7430343637,7980189053,8797245540,9745777044,10536917150,10651873018,11919331407,12970253896,13751546986,14957582602,16254803789,17282270650,18502746609,19669457106,20866304559,22278496831,23931360284,25624264856
Mauritania,8012590077,8367984203,8912965796,9365928327,9753316507,10171513030,10739881298,11350709626,12039768995,12354100820,13469257822,13815898643,14107871863,14623776480,15464024676,15655993152,16274037443,17232659395,18182366745,18736743923,19504988237,20263009431,20911425734
Malawi,5104492709,5550126755,5143137174,5641601814,5063891536,5911020713,6343511273,6584083806,6840550570,7048659141,7159751495,6803556447,6919216907,7299773837,7653932415,7871287122,8033593464,8796095432,9529594047,10390672466,11069532758,11550780163,11768604719
Malaysia,1.85E+11,2.03E+11,2.21E+11,2.43E+11,2.65E+11,2.91E+11,3.20E+11,3.43E+11,3.18E+11,3.38E+11,3.68E+11,3.69E+11,3.89E+11,4.12E+11,4.40E+11,4.63E+11,4.89E+11,5.20E+11,5.45E+11,5.37E+11,5.77E+11,6.07E+11,6.41E+11
North America,1.01E+13,1.01E+13,1.04E+13,1.07E+13,1.12E+13,1.15E+13,1.19E+13,1.24E+13,1.30E+13,1.36E+13,1.41E+13,1.43E+13,1.45E+13,1.49E+13,1.55E+13,1.60E+13,1.64E+13,1.67E+13,1.67E+13,1.62E+13,1.67E+13,1.69E+13,1.73E+13
Namibia,8091990363,8752750920,9382016182,9233823553,9393557568,9759813721,10071281022,10496299185,10841793845,11207084080,11598456002,11735079884,12297033095,12818402011,14391162009,14755152273,15798810071,16844232265,17242079465,17340461924,18374608952,19325473731,20324145893
Niger,7165510656,7344949609,6866320037,6965843080,7244794564,7433576223,7687737114,7899454752,8722756664,8673145258,8550896465,9158381275,9433052306,9933004078,9942937083,10390369251,10993010668,11338913487,12426051458,12337494571,13370049077,13679084421,15295085393
Nigeria,2.90E+11,2.88E+11,2.89E+11,2.95E+11,2.98E+11,2.97E+11,3.12E+11,3.21E+11,3.29E+11,3.31E+11,3.48E+11,3.64E+11,3.78E+11,4.17E+11,5.57E+11,5.76E+11,6.24E+11,6.66E+11,7.08E+11,7.57E+11,8.17E+11,8.57E+11,8.93E+11
Netherlands,4.86E+11,4.98E+11,5.07E+11,5.13E+11,5.28E+11,5.45E+11,5.61E+11,5.84E+11,6.10E+11,6.37E+11,6.65E+11,6.76E+11,6.76E+11,6.78E+11,6.90E+11,7.06E+11,7.33E+11,7.63E+11,7.79E+11,7.54E+11,7.62E+11,7.74E+11,7.62E+11
High income: nonOECD,5.56E+12,5.59E+12,5.34E+12,5.26E+12,5.10E+12,5.10E+12,5.17E+12,5.38E+12,5.36E+12,5.49E+12,5.85E+12,5.97E+12,6.06E+12,6.41E+12,6.95E+12,7.42E+12,7.99E+12,8.58E+12,8.97E+12,8.65E+12,9.12E+12,9.65E+12,9.99E+12
Norway,1.84E+11,1.89E+11,1.96E+11,2.02E+11,2.12E+11,2.21E+11,2.32E+11,2.44E+11,2.50E+11,2.55E+11,2.64E+11,2.69E+11,2.73E+11,2.75E+11,2.86E+11,2.94E+11,3.01E+11,3.10E+11,3.11E+11,3.06E+11,3.08E+11,3.11E+11,3.19E+11
Nepal,22460809734,23891147880,24872215556,25829758552,27951932215,28921431534,30462447594,32000378542,32965634594,34420267375,36554323948,38308844733,38354917592,39868033577,41734895411,43186927982,44640001747,46162922314,48981002139,51201349524,53667418823,55503825717,58197135728
New Zealand,79986494137,79116014316,79997111707,85126121671,89472246762,93582050496,96971387795,98887939515,99483890818,1.05E+11,1.08E+11,1.12E+11,1.17E+11,1.22E+11,1.27E+11,1.31E+11,1.35E+11,1.39E+11,1.37E+11,1.36E+11,1.38E+11,1.42E+11,1.45E+11
High income: OECD,2.69E+13,2.73E+13,2.78E+13,2.82E+13,2.91E+13,3.00E+13,3.08E+13,3.19E+13,3.28E+13,3.39E+13,3.53E+13,3.58E+13,3.64E+13,3.71E+13,3.83E+13,3.93E+13,4.05E+13,4.16E+13,4.17E+13,4.03E+13,4.14E+13,4.21E+13,4.25E+13
OECD members,2.86E+13,2.90E+13,2.96E+13,3.01E+13,3.10E+13,3.18E+13,3.28E+13,3.40E+13,3.50E+13,3.61E+13,3.76E+13,3.81E+13,3.87E+13,3.96E+13,4.09E+13,4.20E+13,4.33E+13,4.45E+13,4.47E+13,4.31E+13,4.44E+13,4.53E+13,4.58E+13
Oman,63491702280,67348238123,73014840508,77427098314,80427997898,84446839912,87019039992,92269344479,94707412407,94589211027,99698326865,1.04E+11,1.03E+11,1.00E+11,1.02E+11,1.04E+11,1.10E+11,1.15E+11,1.24E+11,1.32E+11,1.38E+11,1.36E+11,1.46E+11
Other small states,67078547763,70585067512,72431033887,74306826083,76812575129,80551027308,84700324453,91707718422,94844060570,96070202847,99689583824,1.06E+11,1.10E+11,1.15E+11,1.25E+11,1.31E+11,1.35E+11,1.46E+11,1.53E+11,1.50E+11,1.57E+11,1.66E+11,1.72E+11
Pakistan,3.29E+11,3.46E+11,3.72E+11,3.79E+11,3.93E+11,4.12E+11,4.32E+11,4.37E+11,4.48E+11,4.64E+11,4.84E+11,4.94E+11,5.10E+11,5.34E+11,5.74E+11,6.18E+11,6.56E+11,6.88E+11,6.99E+11,7.19E+11,7.31E+11,7.51E+11,7.77E+11
Panama,18557970502,20305946979,21971375777,23170077641,23830459085,24247892143,24929399534,26540085682,28488526538,29604480929,30408353178,30582980118,31264640252,32579557036,35030217481,37549338182,40751456054,45687541799,49866537569,51848315998,54882414014,60793356944,67022915855
Peru,1.15E+11,1.18E+11,1.17E+11,1.23E+11,1.38E+11,1.48E+11,1.53E+11,1.62E+11,1.62E+11,1.64E+11,1.69E+11,1.70E+11,1.79E+11,1.86E+11,1.96E+11,2.08E+11,2.24E+11,2.43E+11,2.65E+11,2.68E+11,2.90E+11,3.09E+11,3.27E+11
Philippines,2.48E+11,2.47E+11,2.48E+11,2.53E+11,2.64E+11,2.77E+11,2.93E+11,3.08E+11,3.06E+11,3.16E+11,3.29E+11,3.39E+11,3.51E+11,3.69E+11,3.94E+11,4.12E+11,4.34E+11,4.63E+11,4.82E+11,4.87E+11,5.25E+11,5.44E+11,5.81E+11
Palau,,245776246,230046565,201750733.8,216478527.1,240074780.8,265042585.7,271138569.6,276561205.4,261627039.2,247226776.5,260237952,278779363.4,265729645.5,284449914.3,291521902.1,286136697.5,286297848,272907727.2,243589680.3,247948045.8,268571560.2,280841917.1
Papua New Guinea,6680584537,7318373121,8331900827,9848497260,10433705717,10088094549,10868277100,10443937218,10050293386,10236781992,9981390483,9969284178,9953442950,10168845661,10445557789,11108307125,11363183472,12175851360,12980791819,13778004850,14835374637,16418209555,17746039337
Poland,3.84E+11,3.57E+11,3.66E+11,3.80E+11,4.00E+11,4.28E+11,4.55E+11,4.87E+11,5.11E+11,5.34E+11,5.57E+11,5.64E+11,5.72E+11,5.92E+11,6.23E+11,6.45E+11,6.85E+11,7.34E+11,7.62E+11,7.82E+11,8.11E+11,8.50E+11,8.66E+11
Puerto Rico,89398437644,90161650521,93821613858,97435554355,1.01E+11,1.05E+11,1.08E+11,1.12E+11,1.19E+11,1.22E+11,1.24E+11,1.36E+11,1.38E+11,1.40E+11,1.43E+11,1.43E+11,1.42E+11,1.37E+11,1.35E+11,1.32E+11,1.28E+11,1.26E+11,1.22E+11
Portugal,2.02E+11,2.11E+11,2.14E+11,2.09E+11,2.11E+11,2.20E+11,2.28E+11,2.38E+11,2.50E+11,2.59E+11,2.69E+11,2.74E+11,2.76E+11,2.74E+11,2.79E+11,2.81E+11,2.85E+11,2.92E+11,2.93E+11,2.84E+11,2.90E+11,2.84E+11,2.73E+11
Paraguay,25436138177,26324787858,26771368933,28092899924,29586857834,31605512284,32102916502,33464886318,33487654195,33030188983,32265822175,31996706534,31989858607,33372060396,34726104773,35466981414,37171921864,39187243130,41679205777,40026335228,45266984771,47232661526,46647463725
Pacific island small states,6791653686,6747730307,7088269914,7255674447,7611813905,7905003711,8200354558,8089881127,8241291861,8686362962,8591613118,8718417293,8924047928,9088248427,9492404941,9663341630,9875122795,9965617379,10132024873,9950058019,10244436340,10643288603,10854788144
Romania,2.66E+11,2.31E+11,2.11E+11,2.14E+11,2.23E+11,2.39E+11,2.48E+11,2.33E+11,2.22E+11,2.19E+11,2.24E+11,2.36E+11,2.48E+11,2.61E+11,2.85E+11,2.97E+11,3.23E+11,3.43E+11,3.70E+11,3.45E+11,3.42E+11,3.50E+11,3.51E+11
Russian Federation,2.87E+12,2.72E+12,2.33E+12,2.13E+12,1.86E+12,1.78E+12,1.72E+12,1.74E+12,1.65E+12,1.76E+12,1.93E+12,2.03E+12,2.13E+12,2.28E+12,2.44E+12,2.60E+12,2.81E+12,3.05E+12,3.21E+12,2.96E+12,3.09E+12,3.23E+12,3.34E+12
Rwanda,6173438435,6018214755,6371647971,5854990670,2912971029,3939038226,4441096054,5056176865,5504086862,5921356996,6413937214,6969958493,7911636819,8026461203,8584010532,9177337461,10024889312,10788069486,11992283428,12743958372,13675881900,14749703250,16045959022
Saudi Arabia,5.78E+11,6.31E+11,6.60E+11,6.60E+11,6.65E+11,6.66E+11,6.89E+11,7.06E+11,7.26E+11,7.21E+11,7.56E+11,7.60E+11,7.61E+11,8.19E+11,8.95E+11,9.60E+11,1.01E+12,1.07E+12,1.17E+12,1.19E+12,1.24E+12,1.37E+12,1.44E+12
Sudan,45183271419,48576946553,51772270762,54137615963,54682363945,57961715794,61392542063,67879730097,70804331054,73002165235,77634786109,82681327018,87995482371,94801573662,98483010084,1.06E+11,1.17E+11,1.30E+11,1.40E+11,1.45E+11,1.50E+11,1.47E+11,1.43E+11
Senegal,13949808270,14306341017,14484118368,14672524943,14669982392,15456802919,15767813129,16260404865,17219552897,18314689427,18898312482,19764028381,19893443969,21222968213,22468920334,23732259389,24316445627,25517309667,26456990822,27098090252,28254161885,28838075191,29833825834
Singapore,1.05E+11,1.12E+11,1.19E+11,1.33E+11,1.48E+11,1.58E+11,1.70E+11,1.84E+11,1.80E+11,1.91E+11,2.08E+11,2.06E+11,2.15E+11,2.24E+11,2.46E+11,2.64E+11,2.88E+11,3.14E+11,3.19E+11,3.17E+11,3.66E+11,3.89E+11,4.02E+11
Solomon Islands,559013424.6,592577589.7,667778336.7,694332264.6,758167922.4,820516559.3,833687325.7,821684949.1,836342710.9,832306515.2,713557324.4,656625693.5,638240157.5,679725779.5,713021269.6,751675530.4,803891798.6,862736688.4,923943500.8,880260630.5,940959502.6,1062611217,1112135401
Sierra Leone,5391573793,5518381487,4469176601,4530607641,4442379297,4086999913,4158678593,3914269641,3984139913,3905282406,4165090217,3867689460,4883676428,5341881751,5684698972,5930987668,6258724148,6763072266,7128256306,7355419982,7748688145,8210603813,9459345670
El Salvador,23803941312,24655268505,26515098617,28469135000,30191622286,32122850835,32670734673,34058045964,35334788843,36553520492,37340390764,37978514292,38867523994,39761491920,40497292477,41940135886,43580812463,45254213324,45830854865,44394952971,45000848038,45998442862,46863653085
Serbia,,,,,,54653343947,55979318795,60001339280,61459645809,53994396214,58183934483,61088891944,65435848039,68325111674,74506151826,78634110759,82490601870,87348275501,92035980924,89168165812,89689334203,90946299490,90022948643
Sub-Saharan Africa (developing only),1.27E+12,1.27E+12,1.25E+12,1.26E+12,1.28E+12,1.32E+12,1.39E+12,1.44E+12,1.48E+12,1.51E+12,1.56E+12,1.62E+12,1.68E+12,1.77E+12,1.98E+12,2.09E+12,2.23E+12,2.39E+12,2.52E+12,2.60E+12,2.75E+12,2.87E+12,2.98E+12
Sub-Saharan Africa (all income levels),1.27E+12,1.27E+12,1.26E+12,1.26E+12,1.28E+12,1.32E+12,1.39E+12,1.44E+12,1.48E+12,1.52E+12,1.57E+12,1.64E+12,1.70E+12,1.78E+12,2.00E+12,2.11E+12,2.25E+12,2.41E+12,2.54E+12,2.63E+12,2.78E+12,2.90E+12,3.01E+12
Small states,1.30E+11,1.34E+11,1.37E+11,1.40E+11,1.45E+11,1.51E+11,1.56E+11,1.64E+11,1.69E+11,1.73E+11,1.79E+11,1.86E+11,1.95E+11,2.06E+11,2.21E+11,2.31E+11,2.39E+11,2.54E+11,2.63E+11,2.56E+11,2.64E+11,2.73E+11,2.81E+11
Sao Tome & Principe,,,,,,,,,,,300690539.1,310282366.8,316456160,337770764.8,353133270.6,358897651.7,404272453.9,412340662.7,449758789.6,467852054.2,488958782.7,513130212.4,533655420.9
Suriname,4321935262,4442176250,4433228456,4111614519,4245125833,4291673149,4346365256,4595694144,4667580050,4626922737,4623744633,4834267306,5042138112,5345178405,5839929827,6106856371,6341490184,6665634682,6941819024,7151024529,7519821585,7915906316,8154053294
Slovakia,,,60287366812,61433589749,65245927237,69058473130,73724850909,78192827918,81315972815,81151958733,82136460034,84866137858,88867081121,93676007352,98586009606,1.05E+11,1.14E+11,1.26E+11,1.33E+11,1.26E+11,1.32E+11,1.35E+11,1.37E+11
Slovenia,,,,,,36296036901,37572369017,39493988357,40791683971,42943006573,44727497813,46046739520,47813153953,49172201154,51312020334,53366020329,56384481875,60298384435,62288293934,57431475916,58133184689,58489425598,56945593261
Sweden,2.64E+11,2.61E+11,2.58E+11,2.53E+11,2.63E+11,2.74E+11,2.78E+11,2.86E+11,2.98E+11,3.12E+11,3.27E+11,3.32E+11,3.39E+11,3.47E+11,3.62E+11,3.72E+11,3.89E+11,4.03E+11,4.00E+11,3.80E+11,4.02E+11,4.13E+11,4.12E+11
Swaziland,4179302573,4252874027,4390080561,4526441446,4635107330,4858781464,5045458459,5202009212,5337471595,5494973703,5591694796,5656439790,5756966303,5885927760,6057013103,6206217281,6411181433,6635806922,6793309030,6878249177,6993859952,7086680490,7275455751
Seychelles,988150651.3,1015427820,1088147345,1155576025,1146346474,1136881752,1192788201,1335464229,1447688610,1474789436,1497122745,1463120651,1480865836,1393685375,1353959020,1475893339,1614717754,1782933833,1744769864,1725452104,1828037666,1972355862,2091481972
Chad,6614722472,7179298108,7753745579,6535644784,7198155752,7287164498,7448536790,7869631798,8416695541,8359222117,8285687626,9251644247,10037220772,11514866991,15387244430,18054243761,18171282566,18765755998,19338616642,20154260616,22885183257,22904148163,24938626547
